batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
14,not_started,arbol chile,ingredient_hub,2400.0,16.0,Tier 1,2400.0,"Arbol Chile: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
14,not_started,pasticho venezolano,ingredient_hub,2400.0,11.0,Tier 1,2400.0,Pasticho Venezolano Recipe,seo_target,
14,not_started,shrimp pho,ingredient_hub,2400.0,23.0,Tier 1,2400.0,Shrimp Pho Recipe,seo_target,
14,not_started,vegan casserole recipes,recipe_or_dish,2400.0,19.0,Tier 1,2400.0,Vegan Casserole Recipe,seo_target,
14,not_started,bread pudding sauce,recipe_or_dish,2400.0,23.0,Tier 1,2400.0,Bread Pudding Sauce Recipe,seo_target,
14,not_started,chuleta kan kan,recipe_or_dish,2400.0,20.0,Tier 1,2400.0,Chuleta Kan Kan Recipe,seo_target,
14,not_started,stir fry broccoli,recipe_or_dish,2400.0,18.0,Tier 1,2400.0,Stir Fry Broccoli Recipe,seo_target,
14,not_started,paleo suppers,ingredient_hub,2400.0,29.0,Tier 1,2400.0,Paleo Supper Recipe,seo_target,
14,not_started,gochugaru flakes,ingredient_hub,2400.0,22.0,Tier 1,2400.0,Gochugaru Flake Recipe,seo_target,
14,not_started,sourdough pita bread,recipe_or_dish,2400.0,19.0,Tier 1,2400.0,Sourdough Pita Bread Recipe,seo_target,
14,not_started,tulumba,ingredient_hub,2400.0,26.0,Tier 1,2400.0,Tulumba Recipe,seo_target,
14,not_started,u.s national food,recipe_or_dish,2400.0,23.0,Tier 1,2400.0,Us National Food Recipe,seo_target,
14,not_started,foods to avoid with gastritis,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Food Avoid Gastritis Recipe,seo_target,
14,not_started,non yeast pizza base,recipe_or_dish,2400.0,21.0,Tier 1,2400.0,Non Yeast Pizza Base Recipe,seo_target,
14,not_started,brussel sprouts honey balsamic vinegar,recipe_or_dish,2400.0,17.0,Tier 1,2400.0,Brussel Sprout Honey Balsamic Vinegar Recipe,seo_target,
14,not_started,football party food,recipe_or_dish,2400.0,16.0,Tier 1,2400.0,Football Party Food Recipe,seo_target,
14,not_started,garam masala spice,recipe_or_dish,2400.0,27.0,Tier 1,2400.0,Garam Masala Spice Recipe,seo_target,
14,not_started,sugar free brownies,recipe_or_dish,2400.0,20.0,Tier 1,2400.0,Sugar Free Browny Recipe,seo_target,
14,not_started,breakfast meats,ingredient_hub,2400.0,10.0,Tier 1,2400.0,Breakfast Meat Recipe,seo_target,
14,not_started,Payasam,ingredient_hub,2400.0,23.0,Tier 1,2400.0,Payasam Recipe,seo_target,
14,not_started,strawberry salsa,ingredient_hub,2400.0,29.0,Tier 1,2400.0,Strawberry Salsa Recipe,seo_target,
14,not_started,healthy meals for picky eaters,recipe_or_dish,2400.0,24.0,Tier 1,2400.0,Healthy Meal Picky Eater Recipe,seo_target,
14,not_started,ginkgo nuts,ingredient_hub,2400.0,22.0,Tier 1,2400.0,Ginkgo Nut Recipe,seo_target,
14,not_started,ginger recipes,category_roundup,2400.0,28.0,Tier 1,2400.0,Ginger Recipe,seo_target,
14,not_started,spaghetti noodle,ingredient_hub,2400.0,27.0,Tier 1,2400.0,Spaghetti Noodle Recipe,seo_target,
14,not_started,mexicorn,ingredient_hub,2400.0,11.0,Tier 1,2400.0,Mexicorn Recipe,seo_target,
14,not_started,coconut chocolate chip cookies,recipe_or_dish,2400.0,29.0,Tier 1,2400.0,Coconut Chocolate Chip Cookies Recipe,seo_target,
14,not_started,vegetarian casserole recipes,recipe_or_dish,2400.0,25.0,Tier 1,2400.0,Vegetarian Casserole Recipe,seo_target,
14,not_started,recommended vietnamese food,recipe_or_dish,2400.0,24.0,Tier 1,2400.0,Recommended Vietnamese Food Recipe,seo_target,
14,not_started,girl dinner ideas,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Girl Dinner Idea Recipe,seo_target,
14,not_started,bombardino,ingredient_hub,2400.0,25.0,Tier 1,2400.0,Bombardino Recipe,seo_target,
14,not_started,frying fish in canola oil,recipe_or_dish,2400.0,12.0,Tier 1,2400.0,Frying Fish Canola Oil Recipe,seo_target,
14,not_started,eggs on,ingredient_hub,2400.0,17.0,Tier 1,2400.0,Egg Recipe,seo_target,
14,not_started,sugar free salad dressing,recipe_or_dish,2400.0,19.0,Tier 1,2400.0,Sugar Free Salad Dressing Recipe,seo_target,
14,not_started,vanilla sauce for bread pudding,recipe_or_dish,2400.0,27.0,Tier 1,2400.0,Vanilla Sauce Bread Pudding Recipe,seo_target,
14,not_started,pani puri pani recipe,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Pani Puri Pani Recipe,seo_target,
14,not_started,strawberry rhubarb crumble,recipe_or_dish,2400.0,22.0,Tier 1,2400.0,Strawberry Rhubarb Crumble Recipe,seo_target,
14,not_started,briam,ingredient_hub,2400.0,11.0,Tier 1,2400.0,Briam Recipe,seo_target,
14,not_started,pan seared shrimp,recipe_or_dish,2400.0,24.0,Tier 1,2400.0,Pan Seared Shrimp Recipe,seo_target,
14,not_started,gyro pronounce,ingredient_hub,2400.0,28.0,Tier 1,2400.0,Gyro Pronounce Recipe,seo_target,
14,not_started,gluten free soy sauce alternative,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Gluten Free Soy Sauce Alternative Recipe,seo_target,
14,not_started,fast digesting carbs,recipe_or_dish,2400.0,22.0,Tier 1,2400.0,Fast Digesting Carb Recipe,seo_target,
14,not_started,bread rolls gluten free,recipe_or_dish,2400.0,23.0,Tier 1,2400.0,Bread Roll Gluten Free Recipe,seo_target,
14,not_started,fruit dip with marshmallow cream,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Fruit Dip Marshmallow Cream Recipe,seo_target,
14,not_started,low carb beans,recipe_or_dish,2400.0,17.0,Tier 1,2400.0,Low Carb Beans Recipe,seo_target,
14,not_started,panes salvadoreños,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Pane Salvadoreo Recipe,seo_target,
14,not_started,white cabbage,ingredient_hub,2400.0,25.0,Tier 1,2400.0,White Cabbage Recipe,seo_target,
14,not_started,dakdoritang,ingredient_hub,2400.0,28.0,Tier 1,2400.0,Dakdoritang Recipe,seo_target,
14,not_started,recipe for pan de los muertos,recipe_or_dish,2400.0,26.0,Tier 1,2400.0,Pan De Los Muerto Recipe,seo_target,
14,not_started,fresh fettuccine,ingredient_hub,2400.0,20.0,Tier 1,2400.0,Fresh Fettuccine Recipe,seo_target,
14,not_started,adobo peppers,ingredient_hub,2400.0,27.0,Tier 1,2400.0,Adobo Pepper Recipe,seo_target,
14,not_started,gallo pinto nicaragua,recipe_or_dish,2400.0,21.0,Tier 1,2400.0,Gallo Pinto Nicaragua Recipe,seo_target,
14,not_started,japanese cabbage salad,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Japanese Cabbage Salad Recipe,seo_target,
14,not_started,crema recipe,recipe_or_dish,2400.0,24.0,Tier 1,2400.0,Crema Recipe,seo_target,
14,not_started,lunchtime recipes vegetarian,recipe_or_dish,2400.0,15.0,Tier 1,2400.0,Lunchtime Vegetarian Recipe,seo_target,
14,not_started,arroz mexicano,ingredient_hub,2400.0,23.0,Tier 1,2400.0,Arroz Mexicano Recipe,seo_target,
14,not_started,oscar style,ingredient_hub,2400.0,28.0,Tier 1,2400.0,Oscar Style Recipe,seo_target,
14,not_started,farrotto,ingredient_hub,2400.0,24.0,Tier 1,2400.0,Farrotto Recipe,seo_target,
14,not_started,cold brew green tea,recipe_or_dish,2400.0,22.0,Tier 1,2400.0,Cold Brew Green Tea Recipe,seo_target,
14,not_started,cuy chactado,ingredient_hub,2400.0,25.0,Tier 1,2400.0,Cuy Chactado Recipe,seo_target,
14,not_started,cuban pastries,ingredient_hub,2400.0,27.0,Tier 1,2400.0,Cuban Pastry Recipe,seo_target,
14,not_started,fried cod fish recipes,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Fried Cod Fish Recipe,seo_target,
14,not_started,greek bread,ingredient_hub,2400.0,25.0,Tier 1,2400.0,Greek Bread Recipe,seo_target,
14,not_started,sopa de frijoles,recipe_or_dish,2400.0,15.0,Tier 1,2400.0,Sopa De Frijole Recipe,seo_target,
14,not_started,pasta with peas,recipe_or_dish,2400.0,23.0,Tier 1,2400.0,Pasta Pea Recipe,seo_target,
14,not_started,easy chinese food recipes,recipe_or_dish,2400.0,25.0,Tier 1,2400.0,Chinese Food Recipe,seo_target,
14,not_started,how long to cook crab legs,howto_technique,2400.0,28.0,Tier 1,2400.0,Crab Leg Recipe,seo_target,
14,not_started,keto casserole recipes,recipe_or_dish,2400.0,19.0,Tier 1,2400.0,Keto Casserole Recipe,seo_target,
14,not_started,gluten free gingerbread cookies,recipe_or_dish,2400.0,22.0,Tier 1,2400.0,Gluten Free Gingerbread Cookies Recipe,seo_target,
14,not_started,veracruz sauce,ingredient_hub,2400.0,26.0,Tier 1,2400.0,Veracruz Sauce Recipe,seo_target,
14,not_started,tamarind concentrate,ingredient_hub,2400.0,20.0,Tier 1,2400.0,"Tamarind Concentrate: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
14,not_started,are burgers healthy,recipe_or_dish,2400.0,24.0,Tier 1,2400.0,Are Burger Healthy Recipe,seo_target,
14,not_started,no sugar ice cream,recipe_or_dish,2400.0,19.0,Tier 1,2400.0,No Sugar Ice Cream Recipe,seo_target,
14,not_started,sopitas,ingredient_hub,2400.0,22.0,Tier 1,2400.0,Sopita Recipe,seo_target,
14,not_started,what is kofta,definition,2400.0,27.0,Tier 1,2400.0,What Is Kofta? (And How to Use It),seo_target,
14,not_started,mochi ice cream recipe,recipe_or_dish,2400.0,28.0,Tier 1,2400.0,Mochi Ice Cream Recipe,seo_target,
14,not_started,Ube Cake Recipe,recipe_or_dish,2400.0,29.0,Tier 1,2940.0,Ube Cake Recipe,seo_target,trend_2026
14,not_started,chelada beer,ingredient_hub,2400.0,22.0,Tier 1,2400.0,Chelada Beer Recipe,seo_target,
14,not_started,braised beef noodle soup,recipe_or_dish,2400.0,17.0,Tier 1,2400.0,Braised Beef Noodle Soup Recipe,seo_target,
14,not_started,trash can nachos,recipe_or_dish,2400.0,22.0,Tier 1,2400.0,Trash Nachos Recipe,seo_target,
14,not_started,ajillo,ingredient_hub,2400.0,25.0,Tier 1,2400.0,Ajillo Recipe,seo_target,
14,not_started,asian noodle dish,recipe_or_dish,2400.0,29.0,Tier 1,2400.0,Asian Noodle Dish Recipe,seo_target,
14,not_started,green beans with almonds,recipe_or_dish,2400.0,29.0,Tier 1,2400.0,Green Beans Almond Recipe,seo_target,
14,not_started,weeknight crockpot dinners,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Weeknight Crockpot Dinner Recipe,seo_target,
14,not_started,malibu rum punch,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Malibu Rum Punch Recipe,seo_target,
14,not_started,low carb diet soup,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Low Carb Diet Soup Recipe,seo_target,
14,not_started,moqueca recipe,recipe_or_dish,1900.0,27.0,Tier 1,1900.0,Moqueca Recipe,seo_target,
14,not_started,new york roll,recipe_or_dish,1900.0,21.0,Tier 1,1900.0,New York Roll Recipe,seo_target,
14,not_started,abodaba,ingredient_hub,1900.0,19.0,Tier 1,1900.0,Abodaba Recipe,seo_target,
14,not_started,vegetarian mexican recipes,recipe_or_dish,1900.0,16.0,Tier 1,1900.0,Vegetarian Mexican Recipe,seo_target,
14,not_started,silken tofu for mapo tofu,recipe_or_dish,1900.0,27.0,Tier 1,1900.0,Silken Tofu Mapo Tofu Recipe,seo_target,
14,not_started,snack before workout,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Snack Before Workout Recipe,seo_target,
14,not_started,capirotada mexicana,ingredient_hub,1900.0,27.0,Tier 1,1900.0,Capirotada Mexicana Recipe,seo_target,
14,not_started,vegan pasta sauce,recipe_or_dish,1900.0,9.0,Tier 1,1900.0,Vegan Pasta Sauce Recipe,seo_target,
14,not_started,low sodium baked beans,recipe_or_dish,1900.0,7.0,Tier 1,1900.0,Low Sodium Baked Beans Recipe,seo_target,
14,not_started,how long to smoke boston butt,howto_technique,1900.0,16.0,Tier 1,1900.0,Smoke Boston Butt Recipe,seo_target,
14,not_started,egg dinner recipes,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Egg Dinner Recipe,seo_target,
14,not_started,winter desserts,ingredient_hub,1900.0,28.0,Tier 1,1900.0,Winter Dessert Recipe,seo_target,
14,not_started,bbq chicken accompaniments,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Barbecue Chicken Accompaniment Recipe,seo_target,
14,not_started,cornstarch slurry for gravy,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Cornstarch Slurry Gravy Recipe,seo_target,
14,not_started,thai noodle salad,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Thai Noodle Salad Recipe,seo_target,
14,not_started,cooking paneer tikka masala,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Cooking Paneer Tikka Masala Recipe,seo_target,
14,not_started,healthy family dinner ideas,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Healthy Family Dinner Idea Recipe,seo_target,
14,not_started,center cut beef tenderloin,recipe_or_dish,1900.0,10.0,Tier 1,1900.0,Center Cut Beef Tenderloin Recipe,seo_target,
14,not_started,high protein breakfast without eggs,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,High Protein Breakfast Without Egg Recipe,seo_target,
14,not_started,asada in english,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Asada English Recipe,seo_target,
14,not_started,bar recipes,category_roundup,1900.0,23.0,Tier 1,1900.0,Bar Recipe,seo_target,
14,not_started,crazy cake,ingredient_hub,1900.0,28.0,Tier 1,1900.0,Crazy Cake Recipe,seo_target,
14,not_started,what mixes well with tequila,recipe_or_dish,1900.0,17.0,Tier 1,1900.0,What Mixe Well Tequila Recipe,seo_target,
14,not_started,how to cook a boston butt,howto_technique,1900.0,28.0,Tier 1,1900.0,Boston Butt Recipe,seo_target,
14,not_started,flank steak for carne asada tacos,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Flank Steak Carne Asada Tacos Recipe,seo_target,
14,not_started,asia food,ingredient_hub,1900.0,28.0,Tier 1,1900.0,Asia Food Recipe,seo_target,
14,not_started,green lentil soup,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Green Lentil Soup Recipe,seo_target,
14,not_started,pulled pork sandwich accompaniments,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Pulled Pork Sandwich Accompaniment Recipe,seo_target,
14,not_started,10 best margarita recipes,category_roundup,1900.0,29.0,Tier 1,1900.0,10 Margarita Recipe,seo_target,
14,not_started,oven roasted pulled pork,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Oven Roasted Pulled Pork Recipe,seo_target,
14,not_started,what kind of meat is carne asada,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,What Kind Meat Carne Asada Recipe,seo_target,
14,not_started,low carbohydrate vegetable recipes,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Low Carbohydrate Vegetable Recipe,seo_target,
14,not_started,lamb gyro meat,recipe_or_dish,1900.0,11.0,Tier 1,1900.0,Lamb Gyro Meat Recipe,seo_target,
14,not_started,asian cooking recipes easy,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Asian Cooking Recipe,seo_target,
14,not_started,low carb meals with hamburger,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Low Carb Meal Hamburger Recipe,seo_target,
14,not_started,butter masala,ingredient_hub,1900.0,18.0,Tier 1,1900.0,Butter Masala Recipe,seo_target,
14,not_started,paleo snacks,ingredient_hub,1900.0,26.0,Tier 1,1900.0,Paleo Snack Recipe,seo_target,
14,not_started,panes rellenos,ingredient_hub,1900.0,24.0,Tier 1,1900.0,Pane Relleno Recipe,seo_target,
14,not_started,protein lasagna noodles,recipe_or_dish,1900.0,12.0,Tier 1,1900.0,Protein Lasagna Noodles Recipe,seo_target,
14,not_started,caprese salad pronunciation,recipe_or_dish,1900.0,27.0,Tier 1,1900.0,Caprese Salad Pronunciation Recipe,seo_target,
14,not_started,orejitas,ingredient_hub,1900.0,29.0,Tier 1,1900.0,Orejita Recipe,seo_target,
14,not_started,greek chicken and potatoes,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Greek Chicken Potatoe Recipe,seo_target,
14,not_started,what is a michelada,definition,1900.0,23.0,Tier 1,1900.0,What Is Michelada? (And How to Use It),seo_target,
14,not_started,nasoya egg roll wrappers,recipe_or_dish,1900.0,17.0,Tier 1,1900.0,Nasoya Egg Roll Wrapper Recipe,seo_target,
14,not_started,banana mug cake,recipe_or_dish,1900.0,19.0,Tier 1,1900.0,Banana Mug Cake Recipe,seo_target,
14,not_started,baked beans with least sugar,recipe_or_dish,1900.0,20.0,Tier 1,1900.0,Baked Beans Least Sugar Recipe,seo_target,
14,not_started,gluten free pound cake,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Gluten Free Pound Cake Recipe,seo_target,
14,not_started,matcha ice cream recipe,recipe_or_dish,1900.0,16.0,Tier 1,1900.0,Matcha Ice Cream Recipe,seo_target,
14,not_started,shredded beef sandwiches,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Shredded Beef Sandwiche Recipe,seo_target,
14,not_started,yogurt bagels,ingredient_hub,1900.0,21.0,Tier 1,1900.0,Yogurt Bagel Recipe,seo_target,
14,not_started,low carb vegetarian recipes,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Low Carb Vegetarian Recipe,seo_target,
14,not_started,banana loaf with brown sugar,recipe_or_dish,1900.0,14.0,Tier 1,1900.0,Banana Loaf Brown Sugar Recipe,seo_target,
14,not_started,birria bomb recipe,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Birria Bomb Recipe,seo_target,
14,not_started,nutritional yeast replacement,recipe_or_dish,1900.0,12.0,Tier 1,1900.0,Nutritional Yeast Replacement Recipe,seo_target,
14,not_started,popular bar drinks,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Popular Bar Drink Recipe,seo_target,
14,not_started,recipe ideas for lent,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Idea Lent Recipe,seo_target,
14,not_started,kotlet,ingredient_hub,1900.0,27.0,Tier 1,1900.0,Kotlet Recipe,seo_target,
14,not_started,panque,ingredient_hub,1900.0,29.0,Tier 1,1900.0,Panque Recipe,seo_target,
14,not_started,recipe for salisbury steak in the crock-pot,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Salisbury Steak Crockpot Recipe,seo_target,
14,not_started,cooking recipes in french,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Cooking French Recipe,seo_target,
14,not_started,ginger scallion sauce,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Ginger Scallion Sauce Recipe,seo_target,
14,not_started,what seasonings are in taco seasoning,recipe_or_dish,1900.0,27.0,Tier 1,1900.0,What Seasoning Are Taco Seasoning Recipe,seo_target,
14,not_started,simple carbonara recipe,recipe_or_dish,1900.0,27.0,Tier 1,1900.0,Carbonara Recipe,seo_target,
14,not_started,high protein rice,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,High Protein Rice Recipe,seo_target,
14,not_started,foods that are no carbs,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Food That Are No Carb Recipe,seo_target,
14,not_started,singapore street noodles,recipe_or_dish,1900.0,19.0,Tier 1,1900.0,Singapore Street Noodles Recipe,seo_target,
14,not_started,what vegetable has the most protein,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,What Vegetable Has Most Protein Recipe,seo_target,
14,not_started,easy to cook japanese recipes,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Cook Japanese Recipe,seo_target,
14,not_started,gluten and dairy free snacks,recipe_or_dish,1900.0,18.0,Tier 1,1900.0,Gluten Dairy Free Snack Recipe,seo_target,
14,not_started,pho filling,ingredient_hub,1900.0,25.0,Tier 1,1900.0,Pho Filling Recipe,seo_target,
14,not_started,sides for ham,recipe_or_dish,1900.0,20.0,Tier 1,1900.0,Side Ham Recipe,seo_target,
14,not_started,onion pakora,ingredient_hub,1900.0,26.0,Tier 1,1900.0,Onion Pakora Recipe,seo_target,
14,not_started,carbless vegetarian recipes,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Carbless Vegetarian Recipe,seo_target,
14,not_started,sugar peas,ingredient_hub,1900.0,25.0,Tier 1,1900.0,Sugar Pea Recipe,seo_target,
14,not_started,rye whiskey cocktails,recipe_or_dish,1900.0,15.0,Tier 1,1900.0,Rye Whiskey Cocktail Recipe,seo_target,
14,not_started,foods brazil,ingredient_hub,1900.0,24.0,Tier 1,1900.0,Food Brazil Recipe,seo_target,
14,not_started,crockpot birria tacos,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Crockpot Birria Tacos Recipe,seo_target,
14,not_started,fish for grilling,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Fish Grilling Recipe,seo_target,
14,not_started,low sodium diet recipes,recipe_or_dish,1900.0,21.0,Tier 1,1900.0,Low Sodium Diet Recipe,seo_target,
14,not_started,black eyed peas and collard greens,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Black Eyed Pea Collard Greens Recipe,seo_target,
14,not_started,pesto cream sauce with heavy cream,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Pesto Cream Sauce Heavy Cream Recipe,seo_target,
14,not_started,cheap family meals under $10,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Cheap Family Meal Under 10 Recipe,seo_target,
14,not_started,are tomatoes low fodmap,recipe_or_dish,1900.0,20.0,Tier 1,1900.0,Are Tomatoe Low Fodmap Recipe,seo_target,
15,not_started,kalua pork slow cooker,recipe_or_dish,1900.0,26.0,Tier 1,1900.0,Kalua Pork Slow Cooker Recipe,seo_target,
15,not_started,substitutes for chicken stock,substitute,1900.0,28.0,Tier 1,1900.0,Best Substitutes for Chicken Stock,seo_target,
15,not_started,high in fat foods keto,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,High Fat Food Keto Recipe,seo_target,
15,not_started,lebanese salad,ingredient_hub,1900.0,26.0,Tier 1,1900.0,Lebanese Salad Recipe,seo_target,
15,not_started,dump and go crockpot meals,recipe_or_dish,1900.0,20.0,Tier 1,1900.0,Dump Go Crockpot Meal Recipe,seo_target,
15,not_started,vodka based cocktails,recipe_or_dish,1900.0,16.0,Tier 1,1900.0,Vodka Based Cocktail Recipe,seo_target,
15,not_started,what to serve with ham,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,What Serve Ham Recipe,seo_target,
15,not_started,crockpot enchiladas,ingredient_hub,1900.0,25.0,Tier 1,1900.0,Crockpot Enchiladas Recipe,seo_target,
15,not_started,tres leches bakery,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Tre Leche Bakery Recipe,seo_target,
15,not_started,melongene recipes,category_roundup,1900.0,25.0,Tier 1,1900.0,Melongene Recipe,seo_target,
15,not_started,weeknight meal ideas,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Weeknight Meal Idea Recipe,seo_target,
15,not_started,bar and cocktails,recipe_or_dish,1900.0,29.0,Tier 1,1900.0,Bar Cocktail Recipe,seo_target,
15,not_started,grains that are gluten-free,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Grain That Are Glutenfree Recipe,seo_target,
15,not_started,black bean hummus,recipe_or_dish,1900.0,24.0,Tier 1,1900.0,Black Bean Hummus Recipe,seo_target,
15,not_started,greek cuisine appetizers,recipe_or_dish,1900.0,17.0,Tier 1,1900.0,Greek Cuisine Appetizer Recipe,seo_target,
15,not_started,fish taco seasoning,recipe_or_dish,1900.0,17.0,Tier 1,1900.0,Fish Taco Seasoning Recipe,seo_target,
15,not_started,cointreau margarita drink recipe,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Cointreau Margarita Drink Recipe,seo_target,
15,not_started,french sandwich,ingredient_hub,1900.0,26.0,Tier 1,1900.0,French Sandwich Recipe,seo_target,
15,not_started,tomato bread,ingredient_hub,1900.0,25.0,Tier 1,1900.0,Tomato Bread Recipe,seo_target,
15,not_started,carbonara italy,ingredient_hub,1900.0,29.0,Tier 1,1900.0,Carbonara Italy Recipe,seo_target,
15,not_started,replacement for chicken stock,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Replacement Chicken Stock Recipe,seo_target,
15,not_started,ham dinner sides,recipe_or_dish,1900.0,17.0,Tier 1,1900.0,Ham Dinner Side Recipe,seo_target,
15,not_started,plant based cookies,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Plant Based Cookies Recipe,seo_target,
15,not_started,roasted cauliflower steaks,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Roasted Cauliflower Steak Recipe,seo_target,
15,not_started,mexican brown sugar,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Mexican Brown Sugar Recipe,seo_target,
15,not_started,peach crisp with canned peaches,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Peach Crisp Canned Peache Recipe,seo_target,
15,not_started,low sodium sausage,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,Low Sodium Sausage Recipe,seo_target,
15,not_started,low carb sides,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Low Carb Side Recipe,seo_target,
15,not_started,watermelon salad with feta and mint,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Watermelon Salad Feta Mint Recipe,seo_target,
15,not_started,pinchos puerto rico,recipe_or_dish,1900.0,14.0,Tier 1,1900.0,Pincho Puerto Rico Recipe,seo_target,
15,not_started,mediterranean side dishes,recipe_or_dish,1900.0,18.0,Tier 1,1900.0,Mediterranean Side Dishe Recipe,seo_target,
15,not_started,flaxseed bread,ingredient_hub,1900.0,22.0,Tier 1,1900.0,Flaxseed Bread Recipe,seo_target,
15,not_started,kanten,ingredient_hub,1900.0,21.0,Tier 1,1900.0,Kanten Recipe,seo_target,
15,not_started,corn esquites,ingredient_hub,1900.0,27.0,Tier 1,1900.0,Corn Esquite Recipe,seo_target,
15,not_started,paleo dinner recipes,recipe_or_dish,1900.0,28.0,Tier 1,1900.0,Paleo Dinner Recipe,seo_target,
15,not_started,is tempura gluten free,recipe_or_dish,1900.0,14.0,Tier 1,1900.0,Is Tempura Gluten Free? Complete Guide,seo_target,
15,not_started,how to cook eggs in the oven,howto_technique,1900.0,25.0,Tier 1,1900.0,Egg Oven Recipe,seo_target,
15,not_started,vegan pastasaus,ingredient_hub,1900.0,22.0,Tier 1,1900.0,Vegan Pastasaus Recipe,seo_target,
15,not_started,raisin pie,ingredient_hub,1900.0,22.0,Tier 1,1900.0,Raisin Pie Recipe,seo_target,
15,not_started,is there gluten in potatoes,recipe_or_dish,1900.0,23.0,Tier 1,1900.0,There Gluten Potatoe Recipe,seo_target,
15,not_started,dairy free butter substitute,substitute,1900.0,20.0,Tier 1,1900.0,Best Substitutes for Dairy Free Butter,seo_target,
15,not_started,pork chashu ramen,recipe_or_dish,1900.0,19.0,Tier 1,1900.0,Pork Chashu Ramen Recipe,seo_target,
15,not_started,elote preparado,ingredient_hub,1900.0,14.0,Tier 1,1900.0,Elote Preparado Recipe,seo_target,
15,not_started,frozen egg rolls,recipe_or_dish,1900.0,22.0,Tier 1,1900.0,Frozen Egg Roll Recipe,seo_target,
15,not_started,is corn low fodmap,recipe_or_dish,1900.0,25.0,Tier 1,1900.0,Is Corn Low Fodmap? Complete Guide,seo_target,
15,not_started,vietnamese shaking beef,recipe_or_dish,1900.0,21.0,Tier 1,1900.0,Vietnamese Shaking Beef Recipe,seo_target,
15,not_started,what to mix with vodka,recipe_or_dish,1900.0,18.0,Tier 1,1900.0,What Mix Vodka Recipe,seo_target,
